,index,State ID,Total_Cases,Total_Death,Year,Disease ID,No. of Doctors
383,724,127,0,0,2013,3,37368.0
384,725,127,0,0,2001,3,3471.04980625894
385,726,127,0,0,2005,3,3224.0
386,727,127,0,0,2004,3,6748.0
387,728,127,0,0,2009,3,2828.0
388,729,127,0,0,2010,3,47231.0
389,730,127,0,0,2008,3,5356.0
390,732,127,0,0,2014,3,11360.0
391,733,127,0,0,2015,3,3245.0
392,734,127,0,0,2007,3,87734.0
393,735,127,0,0,2003,3,40007.0
394,736,128,0,0,2011,3,26669.0
395,737,128,2,0,2016,3,138303.0
396,738,128,0,0,2013,3,3472.6119348846196
397,739,128,0,0,2001,3,3474.17476653848
398,740,128,1,0,2005,3,3475.73830153692
399,741,128,0,0,2004,3,3477.30254019648
400,742,128,0,0,2009,3,39291.0
401,743,128,21,0,2010,3,28797.0
402,745,128,5,3,2017,3,86822.0
403,746,128,2,0,2014,3,3478.86748283383
404,747,128,1,0,2015,3,58168.0
405,748,128,0,0,2007,3,3394.0
406,750,129,0,0,2011,3,5737.0
407,754,129,6,0,2005,3,3480.4331297658
408,759,129,0,0,2017,3,3481.99948130935
409,763,129,1,0,2003,3,4772.0
410,764,130,0,0,2011,3,3483.56653778159
411,766,130,0,0,2013,3,3682.0
412,767,130,158,0,2001,3,3485.1342994997603
413,768,130,229,0,2005,3,3486.7027667812604
414,769,130,39,0,2004,3,3488.2719399436305
415,770,130,597,0,2009,3,3489.84181930454
416,774,130,12,0,2014,3,9218.0
417,775,130,0,0,2015,3,3491.41240518182
418,779,131,1,0,2016,3,5415.0
419,783,131,0,0,2004,3,3492.98369789342
420,786,131,1,1,2008,3,3494.55569775746
421,787,131,1,0,2017,3,3496.1284050921804
422,788,131,3,0,2014,3,3497.70182021599
423,793,132,401,8,2016,3,3499.27594344741
424,795,132,224,10,2001,3,4938.0
425,796,132,358,21,2005,3,3500.8507751051197
426,797,132,436,33,2004,3,3502.42631550796
427,798,132,350,0,2009,3,3504.00256497489
428,799,132,16,0,2010,3,3505.5795238250103
429,802,132,94,0,2014,3,3507.1571923775896
430,803,132,445,2,2015,3,5064.0
431,804,132,200,13,2007,3,3508.7355709520098
432,805,132,226,7,2003,3,3510.3146598678304
433,808,133,0,0,2013,3,3511.8944594447303
434,809,133,0,0,2001,3,3513.4749700025395
435,810,133,0,0,2005,3,3515.05619186122
436,811,133,0,0,2004,3,3516.63812534091
437,812,133,0,0,2009,3,3518.2207707618604
438,813,133,0,0,2010,3,3519.8041284444703
439,814,133,0,0,2008,3,3521.3881987092896
440,815,133,0,0,2017,3,3522.9729818770293
441,816,133,0,0,2014,3,3524.55847826851
442,817,133,0,0,2015,3,3526.1446882047294
443,818,133,0,0,2007,3,3527.7316120068
444,819,133,0,0,2003,3,3529.3192499959996
445,820,134,0,0,2011,3,3530.90760249375
446,821,134,0,0,2016,3,3532.49666982161
447,822,134,0,0,2013,3,3534.08645230127
448,823,134,0,0,2001,3,3535.6769502546003
449,824,134,19,0,2005,3,3537.2681640035903
450,825,134,0,0,2004,3,3538.86009387038
451,826,134,5,0,2009,3,3540.45274017725
452,827,134,64,0,2010,3,3542.04610324664
453,828,134,0,0,2008,3,3543.640183401121
454,829,134,0,0,2017,3,3545.2349809634
455,830,134,0,0,2014,3,3546.83049625637
456,831,134,0,0,2015,3,3548.42672960302
457,832,134,0,0,2007,3,3550.02368132651
458,833,134,0,0,2003,3,3551.62135175015
459,834,135,0,0,2011,3,3553.21974119738
460,835,135,486,0,2016,3,3554.8188499918
461,836,135,30,0,2013,3,3556.41867845714
462,837,135,0,0,2001,3,3558.01922691729
463,839,135,0,0,2004,3,3559.6204956962897
464,842,135,0,0,2008,3,3561.2224851182896
465,843,135,17,0,2017,3,3562.8251955076294
466,845,135,0,0,2015,3,2549.0
467,847,135,4,0,2003,3,3564.42862718878
468,848,136,92,0,2016,3,3566.0327804863396
469,851,137,6,0,2011,3,3567.6376557250896
470,852,137,5,0,2016,3,3355.0
471,854,137,0,0,2001,3,3569.2432532299104
472,855,137,215,0,2005,3,3570.8495733258796
473,856,137,0,0,2004,3,3572.45661633817
474,857,137,0,0,2009,3,3574.06438259215
475,858,137,104,0,2010,3,3575.6728724133
476,859,137,44,0,2008,3,3577.2820861272603
477,861,137,13,0,2014,3,3578.89202405981
478,862,137,89,0,2015,3,7997.0
479,863,137,1,0,2007,3,3580.50268653688
480,864,137,0,0,2003,3,3582.1140738845597
481,865,138,172,0,2011,3,3025.0
482,868,138,825,41,2001,3,3583.72618642906
483,871,138,349,19,2009,3,3585.3390244967604
484,872,138,4,0,2010,3,3586.95258841418
485,876,138,33,0,2015,3,3588.5668785079706
486,877,138,673,33,2007,3,3590.1818951049604
487,878,138,342,42,2003,3,3591.7976385321003
488,880,139,761,8,2016,3,3521.0
489,882,139,42,0,2009,3,3593.4141091165
490,883,139,559,8,2010,3,3595.0313071854102
491,884,139,41,0,2008,3,3596.64923306623
492,885,139,564,6,2017,3,3598.26788708651
493,886,139,339,10,2014,3,3599.88726957395
494,887,139,455,4,2015,3,3601.50738085639
495,888,139,383,1,2007,3,3603.1282212618103
496,890,140,4,0,2005,3,3604.7497911183705
497,891,140,0,0,2004,3,4552.0
498,892,140,14,1,2003,3,3606.3720907543297
499,893,141,0,0,2016,3,3607.99512049815
500,897,141,0,0,2005,3,5415.0
501,901,141,0,0,2008,3,3609.61888067839
502,904,141,1771,10,2007,3,3611.2433716237897
503,905,141,0,0,2007,3,3612.86859366322
504,906,141,0,0,2003,3,3614.49454712572
505,910,111,8,0,2013,4,3616.1212323404498
506,912,112,1665,0,2012,4,4938.0
507,913,112,0,0,2016,4,3617.7486496367296
508,914,112,0,0,2015,4,3619.37679934404
509,915,112,0,0,2013,4,3621.00568179199
510,916,112,0,0,2014,4,3622.63529731034
511,919,113,493,0,2015,4,3624.2656462290297
512,920,113,1046,0,2013,4,5064.0
513,921,113,556,0,2014,4,3625.8967288780896
514,925,114,393,0,2013,4,3627.52854558776
515,928,115,450,0,2016,4,3629.1610966883795
516,929,115,680,0,2015,4,3630.79438251048
517,934,116,739,0,2015,4,3632.42840338469
518,937,117,8,0,2012,4,3634.06315964184
519,938,117,0,0,2016,4,3635.6986516128795
520,940,117,0,0,2013,4,3637.33487962891
521,941,117,2,0,2014,4,3638.97184402118
522,942,118,946,0,2012,4,3640.6095451211
523,943,118,1261,0,2016,4,3642.24798326021
524,944,118,834,0,2015,4,3643.8871587702297
525,948,119,1330,0,2016,4,5088.0
526,949,119,3005,0,2015,4,3645.527071983
527,950,119,895,0,2013,4,3647.16772323052
528,955,120,2234,0,2013,4,3648.8091128449296
529,958,121,401,0,2016,4,3650.45124115854
530,962,123,6412,0,2012,4,3652.0941085038003
531,965,123,3956,0,2013,4,2679.0
532,968,124,3,0,2016,4,3841.0
533,969,124,6,0,2015,4,3653.7377152133004
534,970,124,28,0,2013,4,3655.38206161979
535,971,124,142,0,2014,4,3657.02714805616
536,972,125,0,0,2012,4,3658.6729748554603
537,975,125,0,0,2013,4,3660.3195423509
538,977,126,871,0,2012,4,3661.96685087581
539,978,126,373,0,2016,4,3663.6149007636895
540,981,126,897,0,2014,4,3665.2636923481896
541,984,127,0,0,2015,4,3666.9132259631106
542,985,127,70,0,2013,4,3668.5635019423903
543,989,128,85,0,2015,4,3670.2145206201294
544,990,128,55,0,2013,4,3671.86628233058
545,991,128,313,0,2014,4,3673.51878740814
546,993,129,34,0,2016,4,3521.0
547,995,129,14,0,2013,4,3675.17203618735
548,996,129,26,0,2014,4,3676.8260290029207
549,997,130,12,0,2012,4,3678.48076618969
550,998,130,1,0,2016,4,3680.13624808266
551,999,130,4,0,2015,4,3681.7924750169896
552,1000,130,27,0,2013,4,3683.4494473279797
553,1001,130,80,0,2014,4,3685.10716535108
554,1003,131,0,0,2016,4,3686.7656294219
555,1004,131,59,0,2015,4,4552.0
556,1005,131,1,0,2013,4,3688.4248398761797
557,1006,131,50,0,2014,4,3690.0847970498403
558,1010,132,4494,0,2013,4,4498.0
559,1014,133,11,0,2015,4,3691.7455012789396
560,1019,134,424,0,2015,4,3693.4069528996797
561,1022,135,47,0,2012,4,4207.0
562,1023,135,16402,0,2016,4,3695.0691522484203
563,1025,135,11530,0,2013,4,3433.0
564,1026,135,9,0,2014,4,3696.7320996616704
565,1027,136,24,0,2016,4,3698.3957954761
566,1028,136,27,0,2015,4,3700.0602400285206
567,1029,136,4,0,2013,4,3701.72543365589
568,1033,137,3423,0,2013,4,4182.0
569,1034,137,2965,0,2014,4,3703.39137669534
570,1038,138,35,0,2013,4,4035.0
571,1048,141,19,0,2014,4,3721.0
572,1051,111,0,0,2016,5,3882.0
573,1052,111,0,0,2018,5,3705.0580694841296
574,1053,111,0,0,2015,5,3706.72551235969
575,1054,111,0,0,2011,5,3708.3937056595796
576,1055,111,0,0,2010,5,3710.0626497215294
577,1059,112,199,5,2017,5,2992.0
578,1060,112,0,0,2012,5,3711.7323448834295
579,1064,112,0,0,2011,5,3713.4027914832795
580,1066,112,0,0,2013,5,3715.0739898592897
581,1069,113,26,0,2017,5,3716.7459403497705
582,1070,113,0,0,2012,5,3718.41864329323
583,1072,113,1,0,2018,5,2549.0
584,1074,113,1,0,2011,5,3720.0920990282793
585,1075,113,0,0,2010,5,3721.76630789373
586,1078,113,35,0,2019,5,3723.4412702285204
587,1079,114,63,6,2017,5,3355.0
588,1081,114,6,0,2016,5,3725.1169863717296
589,1082,114,4,2,2018,5,3726.7934566626295
590,1083,114,23,7,2015,5,3728.4706814406104
591,1084,114,0,0,2011,5,3730.14866104521
592,1085,114,75,0,2010,5,3731.8273958161603
593,1086,114,37,5,2013,5,3733.5068860933097
594,1088,114,47,2,2019,5,3735.1871322166603
595,1089,115,305,64,2017,5,7997.0
596,1090,115,10,3,2012,5,3736.86813452639
597,1091,115,6,4,2016,5,3738.54989336281
598,1092,115,12,4,2018,5,3025.0
599,1095,115,50,12,2010,5,3740.2324090663897
600,1098,115,63,15,2019,5,3741.91568197776
601,1099,116,15,4,2017,5,3743.5997124377004
602,1104,116,0,0,2011,5,3745.2845007871297
603,1107,116,0,0,2014,5,3746.97004736715
604,1108,116,2,0,2019,5,3748.6563525189795
605,1110,117,9,0,2012,5,3750.3434165840204
606,1111,117,6,0,2016,5,3752.0312399038103
607,1112,117,55,4,2018,5,3753.7198228200605
608,1113,117,193,19,2015,5,3755.40916567461
609,1114,117,7,0,2011,5,3757.09926880948
610,1118,117,31,1,2019,5,5088.0
611,1119,118,7709,431,2017,5,3758.79013256682
612,1120,118,101,30,2012,5,3760.48175728895
613,1124,118,7,4,2011,5,4370.0
614,1128,118,3408,107,2019,5,3762.1741433183292
615,1136,119,450,41,2013,5,3727.0
616,1137,119,5,0,2014,5,3763.86729099759
617,1139,120,77,15,2017,5,3157.0
618,1140,120,2,2,2012,5,3765.56120066951
619,1141,120,14,5,2016,5,3767.25587267701
620,1142,120,7,2,2018,5,3768.95130736318
621,1143,120,123,27,2015,5,3770.64750507127
622,1147,120,0,0,2014,5,3476.0
623,1148,120,273,32,2019,5,3772.34446614466
624,1151,121,2,0,2016,5,59264.0
625,1152,121,77,14,2018,5,66109.0
626,1154,121,13,1,2011,5,19147.0
627,1155,121,20,2,2010,5,37368.0
628,1156,121,76,2,2013,5,3774.0421909269
629,1157,121,0,0,2014,5,3224.0
630,1158,121,316,25,2019,5,6748.0
631,1159,122,35,2,2017,5,2828.0
632,1160,122,0,0,2012,5,47231.0
633,1161,122,1,1,2016,5,5356.0
634,1163,122,16,6,2015,5,3245.0
635,1164,122,0,0,2011,5,87734.0
636,1165,122,1,0,2010,5,40007.0
637,1166,122,0,0,2013,5,26669.0
638,1167,122,0,0,2014,5,138303.0
639,1168,122,41,1,2019,5,3775.7406797617
640,1169,123,3260,15,2017,5,3777.4399329929206
641,1170,123,878,48,2012,5,3779.13995096456
642,1171,123,110,0,2016,5,3780.8407340208
643,1172,123,1733,72,2018,5,39291.0
644,1173,123,3565,94,2015,5,28797.0
645,1175,123,2575,116,2010,5,86822.0
646,1176,123,122,19,2013,5,3782.54228250596
647,1177,123,303,33,2014,5,58168.0
648,1178,123,679,14,2019,5,3394.0
649,1180,124,623,14,2012,5,5737.0
650,1184,124,210,10,2011,5,3784.24459676451
651,1189,125,0,0,2017,5,3785.94767714109
652,1192,125,0,0,2018,5,4772.0
653,1193,125,0,0,2015,5,3787.6515239804903
654,1195,125,0,0,2010,5,3682.0
655,1196,125,0,0,2013,5,3789.3561376276502
656,1197,125,0,0,2014,5,3791.06151842766
657,1198,125,0,0,2019,5,3792.7676667257792
658,1199,126,6144,778,2017,5,3794.47458286742
659,1203,126,8583,905,2015,5,9218.0
660,1204,126,26,5,2011,5,3796.18226719815
661,1208,126,547,27,2019,5,5415.0
662,1212,127,0,0,2018,5,3797.89072006367
663,1215,127,1,0,2010,5,3799.59994180988
664,1216,127,0,0,2013,5,3801.30993278279
665,1217,127,0,0,2014,5,3803.02069332859
666,1221,128,0,0,2016,5,3804.73222379364
667,1223,128,1,0,2015,5,4938.0
668,1224,128,0,0,2011,5,3806.44452452442
669,1225,128,0,0,2010,5,3808.15759586759
670,1226,128,0,0,2013,5,3809.87143816996
671,1227,128,0,0,2014,5,3811.5860517785
672,1230,129,0,0,2012,5,3813.3014370403203
673,1231,129,0,0,2016,5,5064.0
674,1232,129,0,0,2018,5,3815.01759430272
675,1237,129,0,0,2014,5,3816.7345239131105
676,1246,130,0,0,2013,5,2821.0
677,1249,131,168,9,2017,5,3915.0
678,1250,131,63,2,2012,5,3818.45222621911
679,1251,131,1,0,2016,5,3820.17070156844
680,1252,131,319,10,2018,5,3821.8899503090206
681,1253,131,57,4,2015,5,3823.60997278891
682,1256,131,0,0,2013,5,3825.33076935632
683,1258,131,6,0,2019,5,3827.0523403596294
684,1262,132,2375,221,2018,5,3828.7746861473706
685,1264,132,36,11,2011,5,3593.0
686,1274,133,0,0,2011,5,3310.0
687,1277,133,0,0,2014,5,4260.0
688,1278,133,0,0,2019,5,3830.49780706823
689,1279,134,3315,17,2017,5,3832.2217034710498
690,1280,134,750,40,2012,5,3833.9463757048297
691,1281,134,122,2,2016,5,3835.6718241187396
692,1286,134,37,6,2013,5,3837.3980490620897
693,1290,135,0,0,2012,5,3839.12505088435
694,1292,135,1007,28,2018,5,2748.0
695,1302,136,0,0,2015,5,3615.0
696,1305,137,184,22,2017,5,3988.0
697,1306,137,0,0,2012,5,3840.85282993515
698,1307,137,20,5,2016,5,3842.5813865642895
699,1308,137,9,2,2018,5,3844.3107211216998
700,1309,137,105,15,2015,5,3846.0408339574897
701,1313,137,2,0,2014,5,2959.0
702,1314,137,126,5,2019,5,3847.7717254219106
703,1318,138,21,0,2018,5,3849.5033958654
704,1321,138,25,7,2010,5,3851.23584563851
705,1328,139,65,8,2018,5,3852.969075092
706,1331,139,121,4,2010,5,2778.0
707,1334,139,1227,15,2019,5,3897.0
708,1335,141,476,14,2017,5,3854.70308457674
709,1336,141,326,34,2012,5,3856.43787444378
710,1337,141,12,5,2016,5,3858.1734450443396
711,1338,141,1786,265,2016,5,3859.90979672978
712,1341,141,2,0,2010,5,3861.6469298516204
713,1343,141,10,5,2014,5,3863.38484476155
714,1344,141,155,8,2019,5,3865.1235418113897
715,1347,111,33393,20,2010,6,3866.8630213531605
716,1349,111,24699,2,2012,6,4370.0
717,1353,112,29146,27,2008,6,3868.60328373901
718,1361,113,83939,86,2008,6,3727.0
719,1362,113,91413,63,2009,6,3870.34432932125
720,1364,113,47397,45,2011,6,3157.0
721,1365,113,29999,13,2012,6,3872.0861584523605
722,1366,113,19542,7,2013,6,3873.8287714849703
723,1367,113,14540,11,2014,6,3875.5721687718606
724,1368,113,15555,0,2015,6,3877.316350666
725,1372,114,2643,0,2011,6,3476.0
726,1373,114,2605,0,2012,6,3879.06131752048
727,1377,115,347,0,2008,6,3880.8070696885798
728,1380,115,582,0,2011,6,3882.55360752373
729,1381,115,201,0,2012,6,3884.3009313795
730,1383,115,114,0,2014,6,2549.0
731,1385,116,123495,4,2008,6,3886.04904160964
732,1386,116,129397,11,2009,6,3887.79793856806
733,1389,116,124006,90,2012,6,3889.5476226088203
734,1390,116,110145,43,2013,6,3355.0
735,1392,116,133780,8,2015,6,3891.2980940861403
736,1393,117,253,0,2008,6,3893.0493533544104
737,1394,117,169,0,2009,6,3894.8014007681604
738,1395,117,251,0,2010,6,3896.5542366821
739,1396,117,413,0,2011,6,3898.3078614510796
740,1397,117,382,0,2012,6,3900.0622754301294
741,1399,117,98,0,2014,6,3901.81747897443
742,1400,117,54,0,2015,6,7997.0
743,1401,118,9822,21,2008,6,3903.57347243932
744,1402,118,5056,10,2009,6,3905.33025618029
745,1403,118,2368,1,2010,6,3025.0
746,1406,118,1530,0,2013,6,5737.0
747,1410,119,45902,34,2009,6,3907.0878305530105
748,1415,119,41608,16,2014,6,3908.8461959132896
749,1418,120,30168,0,2009,6,4772.0
750,1419,120,18921,0,2010,6,3910.6053526171204
751,1421,120,26819,1,2012,6,3682.0
752,1422,120,14471,3,2013,6,3912.3653010206394
753,1423,120,4485,1,2014,6,3914.12604148015
754,1424,120,2843,0,2015,6,3915.8875743521003
755,1425,121,146,0,2008,6,3917.64989999312
756,1429,121,216,0,2012,6,9218.0
757,1430,121,141,0,2013,6,3919.41301876
758,1433,122,217,1,2008,6,3921.17693100966
759,1434,122,346,0,2009,6,3922.9416370992208
760,1435,122,802,0,2010,6,3924.70713738595
761,1436,122,1091,0,2011,6,3926.47343222726
762,1437,122,864,0,2012,6,3928.24052198073
763,1438,122,698,0,2013,6,3930.00840700413
764,1439,122,291,0,2014,6,3931.7770876553495
765,1440,122,216,0,2015,6,3933.54656429245
766,1441,123,214299,25,2008,6,3935.31683727368
767,1442,123,230683,28,2009,6,3937.08790695742
768,1443,123,199842,16,2010,6,3938.8597737022296
769,1444,123,160653,17,2011,6,3940.6324378668105
770,1445,123,131476,10,2012,6,3942.40589981005
771,1446,123,97786,8,2013,6,3944.1801598909706
772,1447,123,103735,8,2014,6,3945.95521846878
773,1448,123,90251,4,2015,6,3947.7310759028296
774,1449,124,47344,8,2008,6,3949.50773255265
775,1450,124,36859,0,2009,6,3951.2851887779207
